Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
MB.0507	0.0297288146612269	0.088097963931659	0	0.0461654815067143	0	0.10188849543195	0.0309284001572898	0.0676516697804519	0.00704148160433786	0.0877779230332012	0	0.0449392310134159	0.0115382993820506	0.101960639780266	0.103235518564206	0.10577433968703	0	0	0.1732717414662	0	0	0	0.112	0.108225385788272	1.04059324410266
MB.0287	0.0231562711288107	0	0	0.0294293657563971	0	0.20833989707806	0	0.066588020243237	0.045368440439178	0.0408814264127039	0	0.0573257519040505	0	0.050114051359354	0.0966256280169739	0.21753477252422	0	0	0.158082959277247	0	0	0.00655341585976708	0.382	0.0301241603270278	1.07593077103925
MB.0869	0	0.0510670976683699	0	0.0585498165745269	0	0	0.0998901240329964	0.156948519158011	0	0.0610692815666029	0	0.0352467528677497	0	0.275172656894575	0.119507913934901	0.0615045182389169	0.020846676299474	0	0	0.0601966427638768	0	0	0.112	0.108215465795151	1.0589694613375
MB.4633	0.0223735202433725	0	0.00564415331308425	0.0181802508564607	0	0.16145104671224	0	0.056842394700781	0.0193488975198038	0.0278733005079633	0	0.0386248220553083	0.00561929278230887	0.254521363693669	0.0645968906075988	0.180166292009811	0.0029747934858571	0	0.141782981511741	0	0	0	0.348	0.0353502419000654	1.08191222297924
MB.4627	0.017941991452139	0	0.0353567693208117	0.0928206875507129	0	0.210604604695868	0	0.0341544413847664	0.00117462110983406	0	0	0.0546727230022135	0.00242874412704415	0.062503611524713	0.155154922732559	0.199813933982478	0.00326298133656089	0	0.1301099677803	0	0	0	0.532	0.00760027796564483	1.09197907702387
MB.4004	0	0.0421511161551874	0.0279740398055488	0	0	0.174574102990742	0.0608890535499034	0.121515171537872	0.0112886077143369	0.0218238972085213	0.00606898527361083	0.00348193781885531	0.0321479160422797	0.141695522451548	0.165657936020535	0.148572880841897	0	0	0.0421588325891629	0	0	0	0.216	0.0615514569807488	1.06790941097827
MB.4708	0.00741599663499859	0	0.0451505985344775	0.170188222989982	0	0.0855881211661585	0	0.0287377012464015	0.0173133327935808	0.0553188394986878	0	0.0620093927032082	0.0357561226813231	0	0.1219798478109	0.169579280926663	0	0	0.200962543013619	0	0	0	0.216	0.0617136643783998	1.07069573740573
MB.4618	0	0.0208011049092084	0.0506495146769575	0.0455085069985472	0	0.097081864176832	0.0749852638491183	0.0586745883161865	0.0695068239750712	0.0486078594673665	0	0.0105586631061774	0	0.197336880935983	0.138444596959668	0.106081908947616	0.00313993647750039	0	0.0786224872037672	0	0	0	0.082	0.125557935936508	1.03765797779591
MB.4641	0.0420136706070329	0	0	0.00808171082108906	0	0.128313008585915	0	0.0977195402483235	0.0052778776542448	0	0	0	0.0113908577996333	0.262840082859924	0.0320681060339972	0.247113043798774	0	0	0.162568458203571	0.00261364338749461	0	0	0.398	0.02648527998728	1.09344533936506
MB.4622	0.00120651766397474	0	0.0902732281790048	0.0132220198864858	0.0167781854651709	0.0315338001098333	0.034804589355993	0.0694697533746925	0.0149302506829504	0.0990909374472925	0	0.025718118554551	0.0251595149871388	0.301210247221413	0.147835643025514	0.113626214052405	0	0	0.0151409799935796	0	0	0	0.074	0.13543880361615	1.05241795276661
MB.4634	0.0143968498627565	0.029117177488722	0	0.0590729767110108	0	0	0	0.0915833020102047	0.0941891523126363	0	0	0.031872354502171	0	0.35844324039557	0.0423189769876718	0.21961462671715	0	0.0219134313429597	0.0374779116691479	0	0	0	0.276	0.0501344142175237	1.10065546126051
MB.4688	0	0.016689262254424	0.0156496667573434	0.115487300063307	0	0.0389746821232753	0.0340679025350487	0.0760072448902757	0.0204083540317791	0.0529020395668245	0	0.0186463463189588	0	0.25093504326657	0.180605150417868	0.0720349922829688	0	0	0.107592015491357	0	0	0	0.072	0.140342194879706	1.04830096565033
MB.4665	0	0.0250188545562698	0.075087052944271	0.0795063014395067	0	0	0	0.127159275501014	0.0267212081285324	0	0	0.0370050585698347	0.00889673597344079	0.178375873542687	0.0550599633161026	0.259039949848353	0.000959184330551955	0.0135812526451925	0.113589289204244	0	0	0	0.484	0.0119495708347876	1.08060134169678
MB.4666	0	0.00965998193910539	0.00696721019291313	0.10774067238913	0	0.0569416297110357	0	0.0662068784966807	0.0442885704229667	0	0	0.0253508722840649	0	0.243212360319234	0.120472092048026	0.221919091127727	0	0	0.0972406410691169	0	0	0	0.398	0.0264437160817465	1.09456920561958
MB.4640	0	0	0.00266768877030601	0.124283511596963	0	0.100058776011096	0	0.0519585121154254	0.0280423115079602	0	0	0.0292356242007957	0	0.174957443386847	0.16820815274661	0.230303390191707	0	0	0.0902845894722901	0	0	0	0.088	0.118482139606563	1.05748537059377
MB.4691	0.0384590380550559	0	0.0102038492794027	0.170107521565632	0	0	0	0.127847636799985	0.00258769627232037	0	0.0121811319282726	0.00848548396901955	0	0.0165798100882268	0.0772238577729624	0.47905773711267	0	0	0.0572662371564529	0	0	0	0.342	0.0361882917921655	1.08605133988045
MB.4671	0.0162982462046745	0	0.019896768201836	0.157410141777488	0	0	0.00649501133013245	0.130917437063529	0.0119563801139756	0	0	0.0369722234115284	0.00929937417449535	0.29447979411846	0.0703035032369619	0.113957690040685	0.00836315141232097	0	0.123462829087912	0	0	0.000187449826000611	0.296	0.0474157370150243	1.07903058872554
MB.4667	0	0.0114627833366399	0.0741888148524645	0.0462091508270541	0.00424511997445192	0.145082047347381	0	0.0844909565688675	0.0282171674535953	0.17693014582769	0	0.0699603182740228	0	0.157174386479959	0.0926198128483887	0.0748041611341586	0	0.00813235726155691	0.0264827778137696	0	0	0	0.07	0.140791592620843	1.04593141071799
MB.4721	0	0.0042069026690867	0.00446697242168704	0.195949628877735	0	0.116908231417441	0	0.0707904000459989	0	0	0.0111289472148658	0	0.00960212094803849	0	0.148617347355646	0.260564831316088	0.0082171072565212	0	0.169547510476893	0	0	0	0.464	0.0161223208773729	1.09125335985681
MB.4723	0.0237166148768943	0	0	0.0411248235906589	0	0.0426198035050975	0	0.0723043075168237	0.0402966725737647	0	0	0.0386935716471618	0.00689919049297725	0.304338808940826	0.049866856065127	0.187547192434455	0	0	0.192592158356214	0	0	0	0.238	0.0573937401668506	1.08395912640565
MB.4718	0.00203230365232359	0.0270426959327953	0.0398127039952295	0.10646702004816	0	0.240800518309049	0	0.0591385379666693	0.0290767919393706	0	0.00668611438855446	0.0431117854362736	0.0389157093371303	0	0.0451241148802661	0.199295215227762	0	0	0.162496488886416	0	0	0	0.384	0.0296606225718903	1.0710868033462
MB.4716	0.00797468767568474	0.0163800602010958	0.0337876550571574	0.163905386014571	0	0.158255790264911	0.0137931592938832	0.0713071362483185	0.0555942296251824	0	0	0.0380053687915552	0.0684968700237835	0.0377077626563712	0.152383824289869	0.120371483225552	0.00100096847112231	0.00842058383693045	0.0526150343240116	0	0	0	0.082	0.126614642158975	1.04437664024066
MB.4729	0.00365383934930074	0.038257237698185	0.038701011473029	0.222831658087455	0.0123556281045731	0	0.0330401994281106	0.123220698028115	0.0503116258765096	0	0.0102951565063436	0	0.00783236557661383	0.0887368656256367	0.07626383873639	0.0963535583834703	0	0.158602246951219	0.0393701032470178	0	0	0.000173966928030527	0.344	0.035897116139252	1.07683138141943
MB.4717	0	0.017338398121772	0.0131041541659544	0.0422164843896269	0	0.0360661044602107	0	0.0931747146462794	0.0453376454801221	0	0	0.0326156800219516	0.0414456568032217	0.29193707483298	0.0305334535261095	0.198953254713575	0	0.0689259160304493	0	0.0883514628077476	0	0	0.212	0.0634610492181542	1.08582552105418
MB.4724	0	0	0.0376797722610446	0.115522047657703	0	0.183187955618262	0.0342823028323642	0.0421823881350366	0.00294892532074286	0.00360792716194074	0	0.0662813712222129	0	0.188903273341579	0.142812125363695	0.117637971427763	0.0153915919410018	0	0.0495623477166533	0	0	0	0.084	0.122315413538553	1.04996356235624
MB.4770	0.00637811949759777	0	0.0425920583053432	0.0649748223390875	0	0.0934724493083556	0	0.0606168922888295	0.0468733478141257	0	0	0.108712934526518	0.0412446650072717	0.150243131272314	0.208797378887099	0.107289300130806	0	0.0114665173957888	0.0573383832268633	0	0	0	0.072	0.138874767683428	1.05525952667414
MB.4752	0.0309370170637146	0	0.0310293475926026	0.0893047259290098	0	0.239901990969821	0	0.0799323858618099	0.0222309882435265	0.0461352518363509	0	0.001763626048761	0	0.0779205964650251	0.0987622831111237	0.275497318969231	0	0	0.0065844679090247	0	0	0	0.364	0.0333108694749973	1.08318553625484
MB.4762	0.0149978976755583	0	0.00988079970284201	0	0	0.124369212436501	0	0.0396810443218676	0.0329035889864903	0	0	0.033676004758011	0	0.13215372306284	0.0388293813736153	0.142021044146545	0	0	0.429507466083033	0.000627692903857616	0	0.0013521445488389	0.0659999999999999	0.148334744876875	1.05442475767353
MB.5169	0.0468303102127662	0	0.00352772479895876	0.0184144539086237	0	0.0738343993372426	0	0.1147089758286	0	0	0	0.0390332601095691	0	0.219501608551791	0.0935621776129031	0.230572381676855	0	0	0.0478435817891214	0.107334042471782	0	0.00483708370178791	0.306	0.0455673320926585	1.09006693038246
MB.4796	0	0.0100610946115284	0.0026930103970341	0.0332404377700946	0	0.187123384836658	0.0285590800932372	0.0286999882614164	0.0337380629133881	0	0	0.0348957835700568	0.0119983599617007	0.18011984658813	0.0805200354316305	0.194873171534407	0	0	0.125583356801619	0.0391607141499144	0	0.00873367307918506	0.462	0.016366988860064	1.08524086168395
MB.4790	0.0392913945557882	0	0.0987646452463461	0.074046531744503	0	0.169762151737176	0	0.0920382270372987	0.0138182308590516	0	0.0418302057743142	0	0.0144704907818903	0.0831496841622472	0.0529668895214011	0.216721597968462	0	0	0.103139950611522	0	0	0	0.602	1.96988774619769e-05	1.07401807969713
MB.4797	0.0399478680606662	0	0.0131017826880619	0.0949405801322334	0	0.123030788986611	0	0.13273532202892	0.00781686280767898	0	0	0.031000143612939	0.0552755458402764	0	0.117576645033553	0.247631449586146	0.00652859261814962	0	0.130414418604765	0	0	0	0.484	0.0123337983578489	1.07836522927502
MB.4800	0.04537482561786	0	0.00465094647523179	0	0	0.0222154727013819	0	0.0855738927093185	0.0372532264992425	0.00337264603861494	0.0193557896571715	0.0172311718557914	0	0.457476444895576	0.0641915014348128	0.223782982221989	0	0	0.000287214614425492	0	0	0.0192338852785843	0.378	0.0310027629512201	1.14555567262024
MB.5541	0.0450778964893826	0.00518044419624704	0.044552453086132	0.0326913190738728	0.0987777782509447	0.308591029461735	0	0.0559355882624578	0	0	0.00736653767236648	0.00104455380109907	0.0471182131110258	0.0494563433243675	0.127589021532563	0.0804244110323161	0.00213936559292755	0.0576539959360389	0.0107145432643056	0.0256865059122182	0	0	0.156	0.0870435815457549	1.06344458364004
MB.5549	0	0.0608631078902664	0.117471686754319	0.0397413685322218	0	0.0358883456383852	0	0.0784322929656706	0.121411919913788	0.0492735631716166	0	0.0634358813781552	0	0.191664958223708	0.130390992375411	0.0879190992775774	0.0140437938060046	0	0.00901993029612361	0	0	0.000443059776752546	0.098	0.112671971560219	1.04900431424176
MB.5519	0	0.0647536290301793	0.0436739009116267	0.108853844917614	0	0.209821411123379	0	0.123329318789219	0.00666736032605004	0	0	0.042972652174756	0.0280168330620895	0.160908701481289	0.0898767209596998	0.0676931483812552	0.0349005665802881	0	0.0185319122625536	0	0	0	0.174	0.0799513045116485	1.05834217318526
MB.5495	0.0599599834718892	0.0141889996516611	0.0505902211779302	0.0822533510265378	0	0.138386122470713	0	0.119912923828273	0.0285393647096252	0	0	0.0516064815412513	0.0411395526856891	0.110558232176693	0.06573524374135	0.138307529525862	0	0	0.0988219939925254	0	0	0	0.266	0.0522245060162363	1.05643751162006
MB.4832	0.0995864639200826	0	0.0175076001433142	0.016947785112264	0	0.0581430046537635	0	0.112684154966011	0.00326373466653098	0	0	0.0460159636774174	0.00242879265401406	0.210964123496132	0.0541116915853471	0.301394026173624	0	0	0.0769526589514988	0	0	0	0.13	0.0971754452767548	1.05653926637999
MB.4745	0	0	0.0232894816381496	0.0155752573836468	0	0.26757711468598	0.0133947576188372	0.0593456284528644	0.0518082297752105	0.0206156245644834	0	0.0475244624457019	0.00033814836742985	0.187594360949763	0.175967430822317	0.0846183075963404	0	0.0201275693356258	0.032223626363651	0	0	0	0.084	0.123887027523185	1.05737568208869
MB.4825	0.0189739578129275	0.029667870597434	0	0	0	0.0555480096892066	0	0.0646345529172852	0.0799322372170507	0.00245835625674129	0	0.0447183306287783	0	0.257110774847756	0.0888788815754655	0.264345788566131	0	0	0	0.0937312398912238	0	0	0.332	0.0389296195352572	1.10180310238988
MB.4814	0.0697758362226359	0	0.0421153200807751	0.145092526478956	0	0.0851296417425812	0	0.129037032694366	0.0303145703306485	0	0.00891287898642757	0.0444790341917346	0.0206057113188191	0.173284667943315	0.111946968410043	0.115651226132751	0	0.00347251686381997	0.0201820686031279	0	0	0	0.16	0.0855985833301224	1.05825626415014
MB.4757	0.0130816541659519	0.00737518898822837	0.0159977465470013	0.0440064402648229	0.0300589938063925	0.0706756956999519	0.0216656746213723	0.103457113527726	0.0158445650193495	0.0418027133303116	0	0.0319206325124233	0.00945785804611169	0.151173103031363	0.233435358314627	0.153647714197952	0	0	0.0563995479264147	0	0	0	0.092	0.116221440499455	1.06870807195423
MB.4694	0.0128550852993288	0.0426634775989868	0.0122099295430164	0.223719116967407	0	0.0782956160818328	0	0.145440393730304	0.0151386117713779	0	0	0.0468973626509518	0.0150626005929685	0.13743212474302	0.200839530420921	0.0516853293253177	0.00171989334104786	0	0.0160409279335196	0	0	0	0.074	0.133945556117281	1.06257608599415
MB.4698	0	0.0660036603980086	0.0280307129185073	0.236473482525243	0	0.125591614168258	0	0.083190018281573	0.0232442488098744	0	0	0.044500823869808	0.0240040809674652	0.04576784391161	0.129552212099889	0.114485357814804	0	0	0.0791559442349592	0	0	0	0.196	0.0689362678895236	1.07040432247652
MB.4715	0.0354990746890627	0	0.0173155527460212	0.110228784362579	0	0	0.0397839785122747	0.130067903644894	0.0490186928135398	0.0119010106390685	0	0.0535419154328736	0	0.191613088834969	0.183934742634669	0.106715955479627	0.065985656661056	0	0.00439364354936519	0	0	0	0.0679999999999999	0.145830197495097	1.04559086809686
MB.4685	0.0318090683725838	0	0.00792044384297494	0	0.0359636129527507	0.135725600104082	0	0.122367813895212	0.017302632275351	0.0400523820513541	0.0149553229359796	0	0	0.148930136246375	0.0432439166200492	0.276373971857544	0	0.0166000399988302	0.0959949075640294	0	0	0.0127601512828833	0.838	-0.0186154006364107	1.09387589549986
MB.4712	0.0607517289020092	0	0.00205479845029689	0.00792860555112698	0	0.135361915094805	0	0.183836157737352	0.0592306929601412	0	0	0.0522277860169019	0.0177749434345827	0.218014078057285	0.144487807210462	0.0573946091976935	0	0.00394795132730593	0.056988926060038	0	0	0	0.208	0.0643555418712068	1.07331313214766
MB.4672	0.0201124806639067	0	0.0711755699338499	0.0685238934527287	0.0360965063520349	0.115532189539543	0	0	0.00151014478047816	0	0.00349893976632872	0.0973210246471215	0.0453469555563164	0.202524474612037	0.0498192172769301	0	0	0	0.288538603418725	0	0	0	0.542	0.00668466789573436	1.09527070075727
MB.4704	0.0177770347868817	0	0.0520596501345999	0.169156081047498	0	0.113985107720174	0	0.0741990926584035	0.0621529847261043	0	0	0.04371607422598	0.0353386556148172	0.0232913794156212	0.0829914417177755	0.24992737216566	0	0	0.0754051257864846	0	0	0	0.48	0.0133651720468803	1.07898692312985
MB.4655	0.00783139590311618	0	0.0686119701595226	0.210947762393437	0	0	0	0.110548170644455	0.0309890972591243	0.101942193822303	0	0.0339808929860687	0.0117619139114272	0.166908820616433	0.11921320058591	0.0648184963447369	0	0.0100272079876371	0.0624188773858289	0	0	0	0.13	0.0984497213521186	1.06029708390625
MB.4651	0	0.00967223993113618	0.021563430235108	0.0219944494795711	0	0.196558965114315	0	0.0639086918770062	0.0317336013498913	0.0956205457757815	0	0.0429247477650167	0.00193317584405869	0.0875207981857107	0.124957287104511	0.136607526361093	0	0	0.165004540976801	0	0	0	0.18	0.0772724990347063	1.06058274269184
MB.4661	0.091176272739371	0	0.0113879422056056	0.0784345570203146	0	0.125877298694915	0	0.108724161059601	0.0333155740686645	0	0	0.0457857463944655	0.0144443397615794	0.0244237501464196	0.142327327971219	0.203621911064355	0	0.0169576188600318	0.103523500013458	0	0	0	0.45	0.0177901081706861	1.0816325261216
MB.4649	0.00250005869573476	0	0.132255791400594	0.0935268320290735	0	0.00528890536579601	0	0.110000633449767	0.0688239663880507	0.0703532009422828	0	0.0203761348972219	0	0.229879352418057	0.126944042114328	0.088008657103171	0	0	0.0520424251959235	0	0	0	0.19	0.0721820056537381	1.06620776246447
MB.4642	0.0718594543752255	0	0	0.0190471971658232	0	0.286964412317283	0	0.0174200554930369	0.020793292773259	0	0	0.0169016214455799	0	0.208304500140651	0.0621710949974869	0.253378632245116	0	0	0.0431597390465381	0	0	0	0.406	0.0241568267312642	1.08909781842253
MB.4674	0.0233164062318122	0.00221456245961338	0	0	0.0221155007113179	0.0892160033025871	0	0.0219630075464242	0.0278796486685308	0	0.137428442143689	0	0	0.138899788536756	0.0128974038934653	0.258237783043096	0.0154196194607526	0	0.219395672955054	0	0	0.0310161610469016	0.862	-0.0216265206307077	1.10203671092654
MB.4648	0	0.0715719324594289	0	0	0	0.239405185324645	0	0.0198223377730124	0.0856625043470846	0	0	0.0782205631043425	0.0358600648063327	0.077372238039881	0.0497551315618037	0.199012468936102	0	0	0	0.143317573647368	0	0	0.684	-0.00820648362462358	1.09997092104504
MB.5197	0.0227428994471711	0	0	0.0119077314430931	0	0.119843582339797	0	0.0412753770067706	0.0268763918652837	0	0	0.0524966116694646	0.0313609652250833	0.287514866937617	0.0667196942739482	0.17865942380801	0	0	0.160602455983761	0	0	0	0.192	0.0712970371280337	1.07359830884226
MB.5152	0.0226420464744831	0	0	0.146882315139944	0	0.172256279852477	0	0.0786086599511796	0	0	0.00684477275204199	0.00621081658002249	0.0898060242423078	0	0.0736464025322522	0.399227949965335	0	0.00166210813565677	0	0	0	0.00221262437429949	0.474	0.014320076580645	1.09457395129313
MB.5201	0.0181803421229039	0	0.0439607573462559	0.0876068145128349	0	0.123960750339674	0.0328565927381632	0.0417998287881396	0.00122456640574713	0	0.0163616217120193	0	0	0.214206840056056	0.0466170767883073	0.321718099555823	0	0	0.0496484028469121	0.000944448966540586	0	0.000913857820624081	0.56	0.00506697233370428	1.09866566254059
MB.5189	0	0.0317198071860116	0.0146515232130601	0.0990419568676142	0	0.0187296547119382	0	0.126950750411019	0.0542459174461944	0	0.00891811705904115	0.073188140142167	0.0148580242658672	0.0145011372978458	0.0832855038737495	0.274322342031759	0	0	0.180295190659088	0	0	0.00529193483464529	0.34	0.0368310379258592	1.07036080017204
MB.5281	0	0.000155781003267412	0.0273033114403909	0	0	0.120481383004334	0	0.0822414079406579	0.0381331819633596	0	0.00874425497168766	0.0117029476436667	0	0.280416372400557	0.0587649141378907	0.340952662083335	0	0	0.0154529345419912	0.015650848868861	0	0	0.336	0.0383278792389795	1.10753456069242
MB.5212	0.0141453257721581	0	0.00735381180685166	0.0984734069492105	0.0515062431341215	0.0356277127279973	0.0220255952706928	0.100389879699847	0.0514753254444456	0.020957222388849	0	0.0534381670556364	0.0296541100802818	0.170731818130167	0.0917341330466878	0.111864790671474	0.00185815070887938	0.0586712020177177	0.0800931050949819	0	0	0	0.164	0.0832720939247308	1.05543222077518
MB.5172	0.0100731087613113	0.0404815532815434	0	0.108678836827422	0	0.165705921724007	0.0190782619495298	0.0531947252944727	0.0184694091050343	0	0	0.0568426895160002	0.0223318135507071	0.123991638434592	0.124078519980817	0.117373489014792	0	0	0.139700032559772	0	0	0	0.116	0.104380850410642	1.04715412282076
MB.5183	0.00723555021160769	0.0147424986074552	0	0.0531790752211149	0	0.140655439332814	0	0.134017839406946	0	0	0	0.0627541857111512	0	0.29601406185903	0.0588746973264366	0.192193411315987	0	0	0.0102477409073104	0.0261878705759267	0	0.00389762952421979	0.4	0.0259530390884775	1.10275522312191
MB.5185	0	0.025371758055164	0.0216660494876024	0.0814316734223087	0	0.122090275565789	0	0.0742336759906901	0.053929531727576	0	0	0.0329393236096706	0	0.236062409688344	0.0733889224562365	0.243819685311386	0	0	0.0350666946852333	0	0	0	0.39	0.0281041292807915	1.08960898579905
MB.5022	0	0.0238839992659052	0	0.0198639488853101	0	0.238733610857958	0	0.0234427303533398	0	0.0129297016749196	0.0225123385563647	0	0.054332848045821	0.0553471878801223	0.0308996731226951	0.150827067696148	0	0	0.367226893661416	0	0	0	0.332	0.0387490270667604	1.08794561639639
MB.5014	0	0.04633538959062	0.0358253265031298	0.00965025784127248	0	0.0824965157927973	0	0.0573018506609694	0.0680597198154025	0	0.0215135647898077	0.0410015444682477	0.0165604913134936	0.103873249513545	0.0860355419367867	0.304915753862815	0.0117863164658986	0	0.114644477445214	0	0	0	0.36	0.0340209331325502	1.07038836051597
MB.4994	0	0.0244639146786609	0	0.018382371356877	0	0.081368844928059	0	0.179121937625582	0.0133770940130005	0	0	0.0477080363589097	0.0172093523441097	0	0.104081572197658	0.387120648878871	0.00439877410652778	0	0	0.114705651194251	0	0.0080618023174932	0.344	0.0359794158629655	1.0882297042802
MB.5017	0.0148625455988685	0.0516578796342521	0	0.155700855686643	0.0259475052399904	0	0.0609548231549617	0.052499852079472	0.0658210227425538	0.0983109662226888	0	0.0679319119696712	0	0.101288842436293	0.136164672678498	0.0773043284794611	0	0	0.0915547940766465	0	0	0	0.022	0.208613724223024	1.01266976707003
MB.4982	0	0.00914179042844856	0.0322436546721811	0.103586877928774	0	0	0.0173970422909269	0.150649799178678	0.0876248905384037	0.0752867008705621	0	0.0164316057311226	0	0.280087917750821	0.0693678586068795	0.130194405001858	0	0	0.027987457001343	0	0	0	0.162	0.0843490282394364	1.06630955756109
MB.5004	0	0.0253330111073643	0.0674431411648435	0.192254746559284	0	0	0.0155939395475134	0.180606550196308	0.0313821184633164	0.0244972823806319	0	0.0720547420694526	0.0091283799174682	0.155173879256928	0.0915993757492085	0.080625602996637	0	0	0.0543072305910441	0	0	0	0.156	0.0872540769694285	1.05939875040507
MB.4986	0.0658491131055466	0	0.0122571870770314	0	0	0.0347346467921325	0	0.0701396507339242	0.0563175427294511	0.0162068732759614	0	0.0149069425752293	0.00478943412764018	0.308704604522644	0.0541225307774426	0.361971474282997	0	0	0	0	0	0	0.024	0.206250325642471	1.03402571143449
MB.5327	0.0353431398387747	0	0.218308654786651	0.0299695434236192	0	0.10676438337392	0	0.0453066978006295	0.0344060480407923	0.000197304261889297	0	0	0	0.292082065905846	0.0706436747162051	0.101708263873981	0	0	0	0.0652702239776923	0	0	0.022	0.207897333606658	1.01575876949951
MB.5341	0	0.0497490515404984	0	0.0581891144037192	0	0.0286579620124776	0	0.0894503502714978	0.019644522218083	0	0	0.0531595975288603	0	0.0140702988142552	0.029883855908815	0.163547143910969	0.0148305301127358	0	0.474235637501659	0	0	0.00458193577642951	0.384	0.0295904986954178	1.120177065171
MB.5323	0.00578873213290355	0.149890337031553	0.0127760256865472	0.188590934787859	0.0209787957552947	0.0248993040715881	0	0.106198755790426	0.0276379676990448	0.0502812589545829	0	0.060417223411413	0.0244488210944677	0.0589117514429746	0.129988142005353	0.0817802866630006	0.00623166092042967	0	0.0511800025525629	0	0	0	0.022	0.208335272117327	1.00938305826097
MB.5328	0.012654921208685	0	0.0663244767095522	0.186659150783943	0	0.14423008047224	0.0658646339598918	0.0254418301715893	0	0.0258072384752206	0	0.0178510831856549	0.0336806000198654	0.166331834869253	0.0814027843376543	0.13046482488699	0	0	0.043286540919461	0	0	0	0.184	0.0761675455144059	1.05674708303448
MB.5318	0.0587864935645202	0.0164289010030681	0.00121296319680948	0.0478458566572239	0	0.0129853278183955	0	0.0970912136640106	0.0429921561529675	0.0356504248820061	0	0.0440372108569506	0.0145816132189936	0.318426720239189	0.0658098325758383	0.158910994024607	0	0.00745495270171003	0.0777853394437096	0	0	0	0.092	0.115722745515499	1.05470227144543
MB.5287	0	0.00275415051364389	0.0330505524765375	0.265807155339564	0	0	0	0.12888904699731	0	0	0	0.0476907412400436	0	0.049247033318454	0.089932757433357	0.214641595801882	0	0.00579875761432411	0.162188209264884	0	0	0	0.492	0.0111880181659791	1.08672740502891
MB.5324	0.0235433853428676	0.00446162106159191	0.0163840151677168	0.0546797831948476	0.00796561290262141	0.0998064017602957	0	0.0478479814493632	0	0	0.020285353577591	0.00402626694576362	0.0308461515748998	0.174835237047903	0.10642365848071	0.327841974264677	0.00873670617751016	0	0.0723158510516406	0	0	0	0.376	0.031209195645519	1.0896442310931
MB.4682	0	0.150095441723358	0	0.0474656700435791	0	0.0603236493349942	0	0.122007948036679	0	0.0483611326550295	0	0.0468424847557202	0.0131380994300947	0.0986735893088775	0.152185931174014	0.195959698463399	0.0104354589412626	0	0.0545108961329909	0	0	0	0.318	0.0417703237223192	1.07537935765567
MB.4710	0	0.104965350258177	0	0.126522292293851	0	0.0622759390746395	0	0.0946343384493254	0.0131393212909277	0	0	0.0464565481492642	0.016264805064154	0.0979049379634747	0.143604383604415	0.127375990128374	0	0	0.166856093723397	0	0	0	0.478	0.0136811902052355	1.08342730995344
MB.4701	0.0205106015888045	0	0.0291032025070797	0.146745891055744	0	0.226456810519723	0.00408889855917153	0.0780214867830577	0	0	0.0359766065347457	0	0.0537626303207094	0.133316775106315	0.067452868762056	0.169881858708242	0	0.0101944104438507	0.0244879591105006	0	0	0	0.308	0.0448447986450855	1.07304397912257
MB.4709	0.00607414383901566	0.019137259806121	0.0237032930850298	0.0586846360518061	0	0.184092739392923	0	0.0546217079174691	0.0445568594367601	0.0189531468883697	0	0.0772230795437674	0	0.0143917681017349	0.0852784295600569	0.261410597555231	0.0244521650687607	0	0.127420173752954	0	0	0	0.562	0.00471003049557721	1.08302587869054
MB.4686	0.007671208142693	0	0	0.0813715764060877	0	0.228746749917362	0	0.0963275685101174	0.0279279497917296	0	0	0.0389977078536587	0.0213335630685269	0.111602258504544	0.119144139214509	0.125670131596088	0.00386470232119013	0.00450571176764689	0.132836732905846	0	0	0	0.116	0.1057392048409	1.04864737670096
MB.4706	0	0.0133133439451496	0	0.181185074321014	0	0.0365988304865191	0	0.129075945046236	0.0495884869687677	0.0750496900689134	0	0.0767901709725604	0.017366072420666	0	0.160228783716617	0.179860384271061	0.00128731433686801	0	0.0796559034456273	0	0	0	0.12	0.100186418283739	1.07238919653119
MB.4719	0.016777162409015	0	0	0.0502859108130132	0	0.231414985352411	0	0.0356633352987133	0.00238430413937846	0	0.00275131527241195	0.0338910259121528	0.00564794298386611	0.0214170591152238	0.0280482484125335	0.422212472403584	0	0.0328632076783953	0.058998992559363	0.0353006146899434	0	0.0223434229599949	0.538	0.00704942496758858	1.09258918575494
MB.4702	0.0425689026317138	0	0.00922975680963213	0.117337771873402	0	0.168111325053708	0	0.076457051595681	0.0463828341384505	0	0	0.00438031576723009	0.000575823111841811	0.154317063828817	0.128598497475639	0.211438004853394	0	0	0.0406026528604909	0	0	0	0.388	0.0283025987144695	1.08630562833465
MB.4908	0	0.022502167784636	0.00302254777775252	0	0	0.110784987045473	0.00194624029787262	0.0783930292502355	0.0588147162144902	0.0390368679879989	0	0.0413382093421899	0	0.363586427071024	0.110338917230036	0.147269560651624	0	0	0.0229663293466663	0	0	0	0.084	0.12178777466083	1.06814160045228
